RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q8-6,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15A,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18COUNTY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19Clear,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
2601,934,157,15,3,11,A,1,2,1,2,JETBLUE,BOSTON,434,22,8,2,3,0.263888889,0.33125,97,2,,,2,,,,2,2,2,1,5,1,4,4,3,2,4,4,5,6,6,5,5,5,6,6,6,3,0,,,,,,5,6,6,3,4,5,0,,,5,0,,,1,5,0,,,5,5,5,0,2,,,,,10,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94123,US,5,1,5,2,0,1,2,2,1,0.670484223
2642,1013,156,15,3,11,A,1,2,1,2,JETBLUE,NEW YORK-JFK,16,22,42,2,4,0.208333333,0.291666667,120,2,,,5,,,,1,2,2,2,1,1,4,3,3,3,5,5,5,5,5,6,6,6,6,6,6,4,0,,,,,,5,6,6,3,5,5,0,,,4,0,,,1,5,0,,,5,5,5,5,2,,,,,10,3,STITTVILLE,ONEIDA COUNTY,NY,13469,US,12,2,7,2,2,2,2,2,1,0.670484223
2695,756,535,16,4,4,A,3,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,85,5,47,6,4,0.75,0.854166667,150,2,,,9,,,,1,0,0,1,1,1,3,5,5,5,5,5,5,5,5,5,5,6,5,6,5,0,0,,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,,10,3,,,,,FRANCE,15,2,7,1,0,2,2,2,1,0.286357486
2960,453,9,1,3,57,D,2,1,1,2,AMERICAN,NEW YORK-JFK,12,8,42,2,4,0.375,0.475694444,145,2,,,5,,,,1,2,1,1,1,1,4,5,4,5,5,5,5,5,5,5,5,6,5,6,5,0,993,991,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,5,5,5,4,2,,,,,10,3,PELHAM,WESTCHESTER COUNTY,NY,10803,US,12,0,6,2,4,2,2,2,1,1.061139364
2997,2208,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,0.802083333,0.894444444,133,2,,,5,,,,2,1,2,1,3,1,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,0,,,,,,5,0,0,0,5,5,0,,,5,0,,,1,5,0,,,6,5,5,4,2,,,,,10,1,REDWOOD CITY,SAN MATEO COUNTY,CA,94065,US,6,2,6,2,4,2,1,1,1,1.061139364
3001,2210,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,0.708333333,0.894444444,268,2,,,5,,,,2,1,1,1,1,2,1,4,5,4,5,5,5,4,4,5,5,5,6,6,6,5,0,,,,,,5,5,6,5,5,5,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,,10,3,MIAMI,MIAMI-DADE COUNTY,FL,33165,US,12,2,3,1,2,2,2,2,1,1.061139364
3049,457,8,1,3,45,D,1,1,1,2,AMERICAN,LOS ANGELES,6020,8,34,1,4,0.368055556,0.423611111,80,2,,,6,,,,1,2,2,2,1,2,1,6,2,3,4,4,4,6,6,6,6,6,5,6,6,5,0,,,,,,5,5,6,6,6,5,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,,10,3,HOBART,,,,AUSTRALIA,19,2,6,2,2,2,2,2,1,1.061139364
1724,1959,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.833333333,0.9375,150,2,,,6,,,,1,1,2,1,1,2,1,4,6,4,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,,5,6,6,6,4,5,5,,,5,1,,,2,,,,,5,5,5,5,2,,,,,10,3,TORONTO,,,,CANADA,13,2,2,2,2,2,2,2,1,0.346120232
831,1587,133,13,1,50,D,2,1,1,2,ALASKA,NASHVILLE,1100,7,40,3,2,0.416666667,0.483333333,96,2,,,5,,,,0,1,0,0,2,1,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,103,,,,,,5,5,6,5,5,5,10,,,5,1,,,2,,,,,5,5,5,5,2,,,,,10,3,NASHVILLE,DAVIDSON COUNTY,TN,37203,US,11,2,3,2,2,2,2,2,1,1.10633221
2816,663,618,24,5,44,C,3,2,1,2,DELTA,LOS ANGELES,2670,16,34,1,4,0.722222222,0.798611111,110,2,,,6,,,,1,1,1,1,3,1,4,5,3,3,3,4,4,4,4,5,5,5,5,6,6,5,24,,,,,,3,5,6,4,4,4,0,,,5,1,,,2,,,,,1,5,5,5,2,,,,,10,1,OAKLAND,ALAMEDA COUNTY,CA,94602,US,1,0,3,2,3,2,2,1,1,1.178946078
2855,512,902,1,3,72,F,3,2,1,2,UNITED,SEATTLE,2161,30,62,1,4,0.6875,0.734027778,67,2,,,3,,,,2,2,2,2,3,1,3,5,3,3,3,3,3,3,3,3,4,3,4,6,6,4,0,,,,,,4,4,6,3,4,4,0,,,5,1,2,,2,,,,,7,5,5,5,2,,,,,10,1,LOS ALTOS,SANTA CLARA COUNTY,CA,94022,US,7,2,5,2,4,2,1,0,1,1.486924802
1211,1399,525,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,0.854166667,0.90625,75,2,,,1,,,0,2,2,2,1,6,1,2,4,4,4,5,5,5,3,3,5,4,4,5,5,4,5,1,,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,6,5,5,5,2,,,,,10,1,SAN MATEO,SAN MATEO COUNTY,CA,94404,US,6,2,3,1,1,1,1,1,1,0.994274752
3054,460,11,1,3,56,D,2,1,1,2,AMERICAN,MIAMI,268,8,37,2,4,0.4375,0.545138889,155,2,,,1,,,1,2,2,2,2,1,1,3,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,5,5,5,5,2,,,,,10,3,MIAMI,MIAMI-DADE COUNTY,FL,33145,US,12,2,2,2,1,3,2,2,1,1.061139364
1227,1406,525,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,0.833333333,0.90625,105,2,,,2,,,,1,2,2,2,2,1,2,4,2,2,5,5,5,5,5,5,2,6,6,6,6,5,0,,,,,,5,6,6,6,4,5,0,,,5,1,,,2,,,,,6,5,5,5,2,,,,,10,1,SOUTH SAN FRANCISCO,SAN MATEO COUNTY,CA,94080,US,6,2,2,1,2,2,2,1,1,0.994274752
1506,368,27,2,4,9,A,1,1,1,2,HAWAIIAN AIR,HONOLULU,11,20,24,1,2,0.258333333,0.375,168,2,,,5,,,,2,1,2,1,2,1,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,5,5,5,5,2,,,,,10,3,EWA BEACH,HONOLULU COUNTY,HI,96706,US,10,2,0,1,2,2,0,0,1,0.670484223
2443,923,157,15,3,11,A,1,2,1,2,JETBLUE,BOSTON,434,22,8,2,3,0.208333333,0.33125,177,2,,,2,,,,1,2,2,3,1,1,2,6,6,6,6,4,5,6,5,6,4,6,5,6,6,4,0,,,,,,4,5,6,6,4,5,0,,,5,1,,,2,,,,,5,5,5,5,2,,,,,10,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94112,US,5,2,2,1,1,3,2,2,1,0.670484223
1754,1933,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.75,0.871527778,175,2,,,5,,,,1,2,2,1,1,2,1,3,3,3,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,4,2,,,2,,,,,5,5,5,5,2,,,,,10,3,LANDSHUT,,,,GERMANY,15,2,2,2,0,3,2,2,1,0.360773304
345,2586,61,4,6,54,D,1,1,1,2,ALASKA,SAN DIEGO,1952,7,57,1,2,0.25,0.358333333,156,2,,,2,,,,1,2,1,2,1,1,2,4,3,3,4,4,6,6,6,6,5,6,6,6,6,5,103,,,,,,5,6,6,5,5,5,0,,,5,2,,,2,,,,,2,5,5,3,2,,,,,10,1,OAKLEY,CONTRA COSTA COUNTY,CA,94561,US,2,2,3,2,1,2,0,1,1,1.10633221
552,2402,644,31,5,54,D,1,2,1,2,ALASKA,SEATTLE,313,7,62,1,4,0.215277778,0.302083333,125,2,,,5,,,,1,1,2,1,1,2,1,4,6,4,4,6,5,6,6,5,3,6,6,6,5,5,103,,,,,,5,5,5,6,6,5,0,,,5,2,,,2,,,,,5,5,5,5,2,,,,,10,3,SYDNEY,,,,AUSTRALIA,19,2,2,1,1,2,2,2,1,1.10633221
1681,1795,194,19,7,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,0.458333333,0.545138889,125,2,,,2,,,,1,2,2,1,1,1,2,3,3,4,5,5,5,5,5,5,5,6,6,6,6,4,0,,,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,21,5,4,5,2,,,,,10,2,ELK GROVE,SACRAMENTO COUNTY,CA,95624,US,10,2,2,2,1,2,2,2,1,0.319164822
3029,467,12,1,3,56,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,2207,8,13,3,4,0.5,0.576388889,110,2,,,5,,,,2,2,2,1,1,2,1,4,6,5,5,5,5,6,6,5,5,5,6,6,6,5,0,,,,,,5,6,6,6,5,5,0,,,5,2,,,2,,,,,5,5,5,5,2,,,,,10,3,WASHINGTON,DISTRICT OF COLUMBIA,DC,20340,US,12,2,3,2,2,2,2,2,1,1.061139364
1435,2,72,5,7,72,F,2,2,1,2,UNITED,PORTLAND,1990,30,50,1,2,0.458333333,0.611111111,220,2,,,3,,,,2,1,1,1,3,1,2,5,5,5,5,5,5,5,5,4,6,6,6,6,6,5,152,,,,,,5,5,5,5,5,5,3,,,5,3,1,,2,,,,,11,5,5,6,2,,,,,10,3,TALLAHASSEE,LEON COUNTY,FL,32304,US,12,2,2,1,4,2,2,2,1,1.486924802
746,1624,128,13,1,51,D,1,2,1,2,ALASKA,NEW YORK-JFK,1012,7,42,2,4,0.208333333,0.291666667,120,2,,,1,,,3,2,1,2,1,3,1,4,5,5,5,5,4,5,6,6,5,5,5,5,5,6,5,0,,,,,,5,4,6,5,4,5,0,,,5,3,,,2,,,,,1,5,5,5,2,,,,,10,1,,,,,US,90,2,4,2,0,2,2,1,1,1.10633221
1824,1701,553,21,2,97,G,3,3,1,2,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,0.5,0.815972222,455,2,,,3,,,,1,1,1,2,1,2,0,5,4,5,3,5,5,4,4,6,6,6,6,6,6,5,22,35,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,11,5,4,3,2,,,,,10,3,CHIHUAHUA,,,,MEXICO,13,0,6,2,2,2,2,2,1,1.486924802
2477,559,6,1,3,80,F,2,2,1,2,UNITED,HONOLULU,300,30,24,1,2,0.5,0.552083333,75,2,,,3,,,,2,2,2,2,1,1,2,4,4,3,4,4,3,6,6,6,6,6,6,6,6,5,0,,,,,,5,5,5,5,5,5,0,,,5,5,,,2,,,,,11,5,5,5,2,,,,,10,2,NEVADA CITY,NEVADA COUNTY,CA,95959,US,10,2,3,1,1,2,1,1,1,1.486924802
2807,654,618,24,5,44,C,3,2,1,2,DELTA,LOS ANGELES,2670,16,34,1,4,0.645833333,0.798611111,220,2,,,2,,,,2,1,1,2,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,6,3,5,0,,,,,,5,5,5,5,5,5,0,,,5,8,,,2,,,,,6,5,5,5,2,,,,,10,3,HALEIWA,HONOLULU COUNTY,HI,96712,US,10,2,5,2,0,2,2,2,1,1.178946078
1616,1919,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,0.645833333,0.743055556,140,2,,,2,,,,1,2,1,1,3,1,4,5,5,3,4,4,4,6,6,3,3,4,6,4,6,4,19,,,,,,5,6,6,5,4,5,0,,,5,9,,,2,,,,,5,5,5,5,2,,,,,10,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94114,US,5,2,4,1,4,2,2,1,1,0.670484223
3196,718,615,24,5,40,C,2,2,1,2,DELTA,LOS ANGELES,2848,16,34,1,4,0.59375,0.666666667,105,2,,,2,,,,2,2,2,2,1,1,2,5,5,4,3,5,5,4,4,5,5,5,5,5,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,15,,,2,,,,,25,5,5,5,2,,,,,10,2,TRACY,SAN JOAQUIN COUNTY,CA,95377,US,10,2,2,1,1,2,2,2,1,1.178946078
563,2407,644,31,5,54,D,1,2,1,2,ALASKA,SEATTLE,313,7,62,1,4,0.229166667,0.302083333,105,2,,,5,,,,2,2,1,2,3,1,2,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,16,,,2,,,,,5,5,5,5,2,,,,,10,2,CAPITOLA,SANTA CRUZ COUNTY,CA,95010,US,10,2,3,2,2,2,1,2,1,1.10633221
2575,482,901,1,3,69,E,2,2,1,2,UNITED,CHICAGO-O'HARE,390,30,12,3,4,0.604166667,0.666666667,90,2,,,2,,,,2,1,1,2,1,1,2,3,4,4,5,4,4,6,4,4,4,6,6,6,6,5,27,,,,,,5,6,6,5,5,5,0,,,4,21,,,2,,,,,28,5,5,5,2,,,,,10,3,CHICAGO,COOK COUNTY,IL,60607,US,11,0,3,2,2,2,2,2,1,1.486924802
457,1618,129,13,1,50,D,1,1,1,2,ALASKA,LAS VEGAS,1902,7,31,1,4,0.229166667,0.333333333,150,2,,,5,,,,2,1,2,1,3,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,14,,,,,,5,5,5,5,5,5,1,,,5,0,,,2,,,,,6,5,5,5,2,,,,,10,1,DALY CITY,SAN MATEO COUNTY,CA,94015,US,6,2,3,1,3,2,2,2,1,1.10633221
2741,1207,102,11,6,68,E,2,1,1,2,UNITED,KAHULUI,1273,30,28,1,1,0.40625,0.459722222,77,2,,,3,,,,2,2,2,2,1,1,4,5,4,4,5,5,5,6,6,6,4,6,5,6,6,5,0,,,,,,5,4,4,4,3,4,5,,,5,0,,,2,,,,,11,5,5,6,2,,,,,10,3,COLLEYVILLE,TARRANT COUNTY,TX,76034,US,11,0,6,2,0,2,2,2,1,1.486924802
972,1352,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.78125,0.871527778,130,2,,,2,,,,1,2,2,1,1,1,4,2,6,6,5,3,6,6,6,5,5,5,5,6,6,3,6,151,,,,,3,3,6,6,5,3,0,,,5,0,,,2,,,,,1,5,5,3,2,,,,,10,1,CASTRO VALLEY,ALAMEDA COUNTY,CA,94546,US,1,2,6,2,3,3,2,1,1,0.360773304
2446,556,6,1,3,80,F,2,2,1,2,UNITED,HONOLULU,300,30,24,1,2,0.430555556,0.552083333,175,2,,,3,,,,2,1,2,1,1,2,1,4,3,3,3,3,4,5,5,5,5,4,4,4,4,5,0,,,,,,3,3,3,3,3,3,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,,10,3,TORONTO,,,,CANADA,13,2,2,2,1,2,2,2,1,1.486924802
747,1625,128,13,1,51,D,1,2,1,2,ALASKA,NEW YORK-JFK,1012,7,42,2,4,0.208333333,0.291666667,120,2,,,1,,,3,1,2,1,2,2,1,4,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,0,,,,,,5,5,6,5,3,4,0,,,5,0,,,2,,,,,30,5,5,5,2,,,,,10,2,MODESTO,STANISLAUS COUNTY,CA,95355,US,10,2,4,1,2,2,2,2,1,1.10633221
354,2148,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,0.5,0.625,180,2,,,9,,,,1,2,2,1,1,1,2,6,5,5,5,5,5,5,5,5,5,6,5,6,5,5,0,,,,,,5,5,5,5,4,4,0,,,5,0,,,2,,,,,6,5,5,5,2,,,,,10,3,,,,,GERMANY,15,2,6,2,0,2,2,2,1,0.360773304
678,2457,175,17,5,9,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.541666667,0.628472222,125,2,,,2,,,,1,1,2,2,2,1,4,4,3,3,4,4,4,6,6,6,4,4,5,6,6,4,0,,,,,,3,4,6,5,4,4,0,,,5,0,,,2,,,,,6,5,5,4,2,,,,,10,1,DALY CITY,SAN MATEO COUNTY,CA,94015,US,6,1,6,1,4,2,2,2,1,0.286357486
1301,108,52,3,5,2,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,22,42,2,4,0.541666667,0.65,156,2,,,9,,,,2,2,2,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,14,5,5,5,2,,,,,10,3,NEW YORK,NEW YORK COUNTY,NY,10013,US,12,2,3,1,2,2,1,2,1,0.670484223
1608,1911,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,0.583333333,0.743055556,230,2,,,2,,,,1,1,1,2,1,1,4,5,4,4,5,5,5,4,4,3,5,4,6,6,6,5,25,,,,,,4,6,6,4,4,4,0,,,5,0,,,2,,,,,28,5,5,5,2,,,,,10,2,SCOTTS VALLEY,SANTA CRUZ COUNTY,CA,95066,US,10,2,5,0,3,2,2,2,1,0.670484223
1622,1925,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,0.625,0.743055556,170,2,,,5,,,,1,1,1,2,1,2,1,4,3,3,4,4,4,5,5,2,6,6,6,6,6,4,11,204,,,,,4,6,6,4,3,4,0,,,5,0,,,2,,,,,5,5,4,4,2,,,,,10,3,CARDIFF,,,,UNITED KINGDOM,15,2,3,2,1,2,2,2,1,0.670484223
1878,281,32,2,4,97,G,2,3,1,2,SINGAPORE AIRLINES,SINGAPORE,31,27,65,8,4,0.354166667,0.479166667,180,2,,,5,,,,1,2,2,1,2,1,2,4,4,4,5,5,5,5,5,5,5,5,0,0,0,4,60,53,,,,,5,0,0,0,4,4,0,,,4,0,,,2,,,,,7,5,5,5,2,,,,,10,1,SAN JOSE,SANTA CLARA COUNTY,CA,95129,US,7,0,4,1,0,2,1,0,1,0.670484223
2427,879,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,0.791666667,0.902777778,160,2,,,3,,,,0,1,0,1,2,1,4,3,3,3,5,5,3,3,3,3,6,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,3,0,,,2,,,,,11,5,4,5,2,,,,,10,3,,,,,AUSTRALIA,19,2,5,2,4,1,2,2,1,0.670484223
3176,706,615,24,5,40,C,2,2,1,2,DELTA,LOS ANGELES,2848,16,34,1,4,0.583333333,0.666666667,120,2,,,5,,,,2,2,1,1,1,2,4,5,4,4,5,5,4,4,4,5,6,6,6,6,6,4,0,,,,,,3,6,6,4,4,4,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,3,ROCHESTER,OLMSTED COUNTY,MN,55906,US,11,2,5,2,4,2,2,2,1,1.178946078
386,2618,65,4,6,53,D,2,1,1,2,ALASKA,LOS ANGELES,1926,7,34,1,4,0.416666667,0.496527778,115,2,,,6,,,,1,1,2,2,1,1,3,4,6,5,5,5,5,5,5,6,6,6,5,6,6,5,0,,,,,,5,5,6,6,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,3,WATERTOWN,MIDDLESEX COUNTY,MA,2472,US,12,2,6,2,4,2,2,2,1,1.10633221
398,2611,60,4,6,53,D,1,2,1,2,ALASKA,INDIANAPOLIS,1254,7,26,3,2,0.25,0.319444444,100,2,,,5,,,,0,0,1,1,3,1,2,5,4,4,5,5,5,6,6,5,6,6,6,6,6,4,0,,,,,,5,6,6,5,4,5,0,,,5,0,,,2,,,,,1,5,5,5,2,,,,,10,1,EMERYVILLE,ALAMEDA COUNTY,CA,94608,US,1,2,3,2,2,2,2,1,1,1.10633221
675,2785,59,3,5,81,F,3,2,1,2,UNITED,NEWARK,1604,30,43,2,4,0.9375,0.989583333,75,2,,,5,,,,1,1,1,1,1,2,1,4,5,6,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,,5,6,6,4,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,3,ZAGREB,,,,CROATIA,15,2,3,2,0,2,2,2,1,1.486924802
944,168,45,3,5,102,G,1,3,1,2,AIR CANADA,VANCOUVER,8839,3,71,4,2,0.291666667,0.40625,165,2,,,9,,,,1,2,1,2,1,1,4,6,3,2,5,5,5,6,6,6,5,0,5,0,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,3,5,5,5,2,,,,,10,3,NORTH VANCOUVER,,,,CANADA,13,2,7,2,2,2,2,2,1,0.346120232
1284,67,81,8,3,95,G,2,3,1,2,UNITED INTL,LONDON HEATHROW,901,31,32,6,4,0.385416667,0.513888889,185,2,,,6,,,,1,2,2,2,1,1,4,4,3,3,4,5,4,4,4,3,6,6,6,6,6,4,3,,,,,,5,6,6,6,5,5,0,,,4,0,,,2,,,,,2,5,5,5,2,,,,,10,1,EL CERRITO,CONTRA COSTA COUNTY,CA,94530,US,2,2,7,2,0,2,2,2,1,1.486924802
1307,77,81,8,3,95,G,2,3,1,2,UNITED INTL,LONDON HEATHROW,901,31,32,6,4,0.4375,0.513888889,110,2,,,5,12,,,2,2,2,2,3,1,4,5,5,4,5,5,5,6,6,4,4,6,6,5,6,5,0,,,,,,5,6,6,5,0,5,0,,,4,0,,,2,,,,,3,5,5,0,2,,,,,10,1,SAN ANSELMO,MARIN COUNTY,CA,94960,US,3,1,7,2,1,2,2,0,1,1.486924802
1407,412,636,30,4,60,E,1,1,1,2,UNITED,LAS VEGAS,358,30,31,1,4,0.354166667,0.452777778,142,2,,,5,,,,1,1,1,1,1,2,0,2,3,3,4,4,4,3,3,4,3,4,0,0,0,4,0,,,,,,4,0,0,5,5,5,0,,,5,0,,,2,,,,,5,5,5,3,2,,,,,10,3,SANTIAGO,,,,CHILE,14,2,5,2,4,1,0,0,2,1.486924802
1466,1491,519,15,3,51,D,3,2,1,2,ALASKA,NEW YORK-JFK,1034,7,42,2,4,0.902777778,0.965277778,90,2,,,3,,,,2,2,2,1,2,1,2,5,3,3,3,4,3,3,3,4,6,6,6,6,6,4,0,,,,,,5,6,6,3,4,5,0,,,5,0,,,2,,,,,11,5,5,0,2,,,,,10,3,MELBOURNE,,,,AUSTRALIA,19,0,4,2,2,2,2,2,1,1.10633221
1610,1913,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,0.65625,0.743055556,125,2,,,5,,,,1,0,0,1,3,1,4,5,4,4,5,5,5,6,6,3,5,6,5,6,6,4,11,34,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94112,US,5,2,4,2,3,2,2,1,1,0.670484223
1654,1856,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,0.541666667,0.697916667,225,2,,,2,,,,1,2,2,2,1,2,1,5,6,6,5,5,5,6,6,6,6,6,6,6,6,5,0,,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,21,5,5,5,2,,,,,10,2,SACRAMENTO,SACRAMENTO COUNTY,CA,95821,US,10,2,3,1,0,2,2,2,1,0.670484223
1683,1797,194,19,7,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,0.4375,0.545138889,155,2,,,2,,,,1,1,1,1,2,1,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,,4,6,6,5,5,5,0,,,5,0,,,2,,,,,6,5,5,5,2,,,,,10,3,AURORA,ARAPAHOE COUNTY,CO,80014,US,10,2,3,1,3,2,2,1,1,0.319164822
1800,1686,553,21,2,97,G,3,3,1,2,UNITED INTL,LONDON HEATHROW,930,31,32,6,4,0.6875,0.815972222,185,2,,,6,,,,1,2,1,1,1,2,1,4,5,5,5,5,5,5,5,5,6,6,6,6,6,5,202,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,5,5,5,3,2,,,,,10,3,GUILDFORD,,,,UNITED KINGDOM,15,2,3,1,1,2,2,2,1,1.486924802
1806,2116,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,0.854166667,0.934027778,115,2,,,9,,,,1,1,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,3,FAYETTEVILLE,CUMBERLAND COUNTY,NC,28304,US,12,2,2,1,1,2,2,2,1,1.10633221
1923,1829,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.5,0.628472222,185,2,,,8,,,,1,2,2,2,2,1,1,6,4,3,5,5,5,3,5,5,6,6,5,6,6,4,0,,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,3,NANTES,,,,FRANCE,15,2,2,2,1,3,2,2,1,0.286357486
1954,1854,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,0.458333333,0.628472222,245,2,,,4,,,,1,2,1,1,1,2,0,6,5,6,4,5,5,0,0,4,6,6,6,6,6,5,0,,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,10,3,PLAUEN,,,,GERMANY,15,2,6,1,2,2,2,2,1,0.286357486
2173,744,532,16,4,22,B,3,2,1,2,FRONTIER,DENVER,668,19,14,1,4,N,0.73125,N,2,,,6,,,,2,0,0,0,3,1,3,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,0,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,1,5,5,0,2,,,,,10,3,ATLANTA,FULTON COUNTY,GA,30314,US,12,2,6,1,1,2,1,1,1,0.20803798
2275,846,527,16,4,94,G,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.6875,0.788194444,145,2,,,2,,,,0,1,1,0,3,1,4,5,5,5,4,3,5,4,4,6,4,4,4,4,6,5,11,,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,6,5,5,4,2,,,,,10,1,SAN MATEO,SAN MATEO COUNTY,CA,94403,US,6,2,6,2,4,1,1,1,1,0.608881283
